text_type,feature_count,train_accuracy,valid_accuracy,train_macro_f1,valid_macro_f1,generalization_gap,time_seconds
raw_text,38178,0.999830335934849,0.9430122116689281,0.9998306519898392,0.9430588669022967,0.05677178508754255,1.315870100000211
body_only,36259,0.999491007804547,0.9246947082767978,0.9994907792960526,0.9248305806895077,0.07466019860654483,1.2717514999999366
