metric,mean,std,min,max
valid_accuracy,0.9427408412483039,0.002565491234896756,0.9409769335142469,0.9470827679782904
valid_macro_f1,0.9429717798406889,0.0025866237166484564,0.9410972389544249,0.9473943294432818
generalization_gap,0.05672327846686851,0.0025863920494015443,0.05226668653205857,0.05856392102432029
