metric,mean,std,min,max
valid_accuracy,0.9477611940298507,0.004551020306987356,0.9430122116689281,0.9531886024423338
valid_macro_f1,0.9479593816574443,0.0046040901388353815,0.9431385751086238,0.9535304837093266
generalization_gap,0.051769575125615086,0.004568078856211545,0.04613081990579082,0.056522584870121406
