C,train_accuracy,valid_accuracy,train_macro_f1,valid_macro_f1,generalization_gap,iterations,time_seconds
1.0,0.9977943671530369,0.9172320217096337,0.997797716295991,0.9176035625899328,0.0801941537060582,42,0.191804300000058
10.0,0.999830335934849,0.912483039348711,0.9998306519898392,0.912743598295523,0.08708705369431624,331,0.6415732999998909
100.0,1.0,0.9097693351424695,1.0,0.9102331523138074,0.08976684768619259,3475,2.0386054999999033
0.1,0.9660671869697998,0.9016282225237449,0.9661571178957097,0.9020612344051051,0.06409588349060458,12,0.15226450000000114
0.01,0.9124533423820834,0.8561736770691994,0.9124044743543663,0.8568696702331098,0.055534804121256554,10,0.13701129999981276
